2026-02-22 00:01:33 +00:00: [Opportunity] Outside market hours, skipping scan
2026-02-23 20:12:53 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 20:12:53 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:12:53 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 20:12:53 +00:00: [Opportunity] Scan complete in 79s. Next scan at 2026-02-23T20:16:33.959Z
2026-02-23 20:16:33 +00:00: 
2026-02-23 20:16:33 +00:00: [Opportunity] ===== SCAN #117 =====
2026-02-23 20:16:33 +00:00: [Opportunity] Time: 2026-02-23T20:16:33.959Z
2026-02-23 20:16:34 +00:00: [Opportunity] VIX: 21.63 (elevated) | SPY: 680.94 (neutral)
2026-02-23 20:16:35 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:7, losers:7, nasdaq:3, extremes:5, etf_categories:21]
2026-02-23 20:16:35 +00:00: [Opportunity] Discovery: 50 symbols in 1.2s
2026-02-23 20:16:35 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:16:36 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:37 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:37 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:39 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:39 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:40 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:41 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:16:42 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:16:43 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 20:16:44 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:16:46 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:16:47 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - neutral [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:16:47 +00:00: [Opportunity] NVDA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 20:16:49 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 20:16:51 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 20:16:52 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:16:52 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 20:16:54 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:16:56 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 20:16:57 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:16:59 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:17:00 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 20:17:01 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:17:02 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:17:03 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 20:17:04 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader]
2026-02-23 20:17:05 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 20:17:05 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 20:17:06 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 20:17:07 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:08 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:09 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:10 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 20:17:11 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 20:17:12 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:17:12 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:17:13 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:17:14 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 20:17:15 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:16 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:17:17 +00:00: [Opportunity] PANW: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:18 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:17:19 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:17:21 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 20:17:21 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 20:17:22 +00:00: [Opportunity] XLY: Score 60 (TRADEABLE) - bearish [etf_sectors]
2026-02-23 20:17:22 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 25 TRADEABLE, 8 WATCH
2026-02-23 20:17:23 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2314
2026-02-23 20:17:23 +00:00: [Opportunity] Persistence: XLP:29(HC), PYPL:29(HC), XLF:29(HC), IBRX:33(HC), CVNA:29(HC), PLTR:33(HC), QQQ:33(HC), INTC:29(HC), MU:34(HC), SNDK:36(HC), XLI:29(HC), XLU:29(HC), OPEN:33(HC), ORCL:30(T), AMZN:33(T), MSFT:33(T), TSLA:32(T), SPY:32(T), IWM:30(T), NVDA:36(T), GLD:36(T), SLV:36(T), IBIT:29(T), AAPL:35(T), OXY:33(T), GOOGL:36(T), PANW:29(T), META:21(T), AMD:31(T), VNDA:34(T), XLY:6(T), NFLX:27(T), XLC:29(T), T:25(T), F:29(T), MRNA:33(T), UNG:20(T), ETHA:29(T)
2026-02-23 20:17:23 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 20:17:23 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:17:23 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 20:17:23 +00:00: [Opportunity] Scan complete in 49s. Next scan at 2026-02-23T20:21:33.959Z
2026-02-23 20:21:33 +00:00: 
2026-02-23 20:21:33 +00:00: [Opportunity] ===== SCAN #118 =====
2026-02-23 20:21:33 +00:00: [Opportunity] Time: 2026-02-23T20:21:33.960Z
2026-02-23 20:21:34 +00:00: [Opportunity] VIX: 21.64 (elevated) | SPY: 680.77 (neutral)
2026-02-23 20:21:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:8, losers:8, nasdaq:3, extremes:5, etf_categories:21]
2026-02-23 20:21:36 +00:00: [Opportunity] Discovery: 50 symbols in 2.0s
2026-02-23 20:21:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:21:39 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:21:42 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:21:44 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:21:47 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:21:51 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:21:54 +00:00: [Opportunity] INTC: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:22:01 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:22:05 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:22:16 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:22:26 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 20:22:33 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:22:37 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:22:40 +00:00: [Opportunity] XLU: Score 65 (TRADEABLE) - neutral [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:22:44 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 20:22:50 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 20:22:52 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 20:22:54 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:22:58 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 20:23:00 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:23:06 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 20:23:10 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:23:14 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:23:18 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 20:23:22 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:23:28 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:23:31 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader]
2026-02-23 20:23:32 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 20:23:34 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 20:23:42 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 20:23:45 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:23:47 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:23:49 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:23:54 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 20:23:59 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 20:24:05 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:24:09 +00:00: [Opportunity] OXY: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:24:14 +00:00: [Opportunity] CVNA: Score 90 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:24:18 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:24:23 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:24:27 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:24:32 +00:00: [Opportunity] PANW: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:24:40 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:24:49 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:24:58 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 20:25:04 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 20:25:10 +00:00: [Opportunity] XLY: Score 60 (TRADEABLE) - bearish [etf_sectors]
2026-02-23 20:25:10 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 25 TRADEABLE, 8 WATCH
2026-02-23 20:25:10 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2315
2026-02-23 20:25:10 +00:00: [Opportunity] Persistence: XLP:30(HC), CVNA:30(HC), PYPL:30(HC), XLF:30(HC), IBRX:34(HC), PLTR:34(HC), QQQ:34(HC), NVDA:37(HC), MU:35(HC), SNDK:37(HC), PANW:30(HC), XLI:30(HC), OPEN:34(HC), ORCL:31(T), AMZN:34(T), INTC:30(T), MSFT:34(T), TSLA:33(T), SPY:33(T), IWM:31(T), XLU:30(T), GLD:37(T), SLV:37(T), IBIT:30(T), AAPL:36(T), GOOGL:37(T), META:22(T), AMD:32(T), VNDA:35(T), XLY:7(T), NFLX:28(T), XLC:30(T), T:26(T), F:30(T), OXY:34(T), MRNA:34(T), UNG:21(T), ETHA:30(T)
2026-02-23 20:25:10 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated PANW (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:25:10 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:25:10 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 20:25:10 +00:00: [Opportunity] Scan complete in 217s. Next scan at 2026-02-23T20:26:33.960Z
2026-02-23 20:26:33 +00:00: 
2026-02-23 20:26:33 +00:00: [Opportunity] ===== SCAN #119 =====
2026-02-23 20:26:33 +00:00: [Opportunity] Time: 2026-02-23T20:26:33.961Z
2026-02-23 20:26:34 +00:00: [Opportunity] VIX: 21.51 (elevated) | SPY: 681.18 (neutral)
2026-02-23 20:26:38 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:7, losers:7, nasdaq:3, extremes:4, etf_categories:21]
2026-02-23 20:26:38 +00:00: [Opportunity] Discovery: 50 symbols in 4.5s
2026-02-23 20:26:38 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:26:40 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:41 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:42 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:43 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:44 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:46 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:47 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:26:48 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:26:49 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 20:26:50 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:26:52 +00:00: [Opportunity] XLU: Score 65 (TRADEABLE) - neutral [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:26:53 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 20:26:54 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 20:26:56 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 20:26:57 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 20:26:58 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:26:59 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 20:27:00 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:27:02 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 20:27:03 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:27:04 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:27:05 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 20:27:06 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:27:06 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:27:07 +00:00: [Opportunity] INTC: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader]
2026-02-23 20:27:08 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader]
2026-02-23 20:27:09 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 20:27:11 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 20:27:12 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 20:27:13 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:27:14 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:27:15 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:27:16 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 20:27:16 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 20:27:18 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:27:18 +00:00: [Opportunity] OXY: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:27:19 +00:00: [Opportunity] CVNA: Score 90 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:27:20 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:27:21 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:27:23 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:27:24 +00:00: [Opportunity] PANW: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:27:25 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:27:26 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:27:28 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 20:27:30 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 20:27:31 +00:00: [Opportunity] XLY: Score 60 (TRADEABLE) - bearish [etf_sectors]
2026-02-23 20:27:31 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 25 TRADEABLE, 8 WATCH
2026-02-23 20:27:31 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2316
2026-02-23 20:27:31 +00:00: [Opportunity] Persistence: XLP:31(HC), CVNA:31(HC), PYPL:31(HC), XLF:31(HC), IBRX:35(HC), PLTR:35(HC), QQQ:35(HC), NVDA:38(HC), MU:36(HC), SNDK:38(HC), PANW:31(HC), XLI:31(HC), OPEN:35(HC), ORCL:32(T), AMZN:35(T), MSFT:35(T), TSLA:34(T), SPY:34(T), IWM:32(T), XLU:31(T), GLD:38(T), SLV:38(T), IBIT:31(T), INTC:31(T), AAPL:37(T), GOOGL:38(T), META:23(T), AMD:33(T), VNDA:36(T), XLY:8(T), NFLX:29(T), XLC:31(T), T:27(T), F:31(T), OXY:35(T), MRNA:35(T), UNG:22(T), ETHA:31(T)
2026-02-23 20:27:31 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated PANW (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:27:31 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:27:31 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 20:27:31 +00:00: [Opportunity] Scan complete in 58s. Next scan at 2026-02-23T20:31:33.961Z
2026-02-23 20:31:33 +00:00: 
2026-02-23 20:31:33 +00:00: [Opportunity] ===== SCAN #120 =====
2026-02-23 20:31:33 +00:00: [Opportunity] Time: 2026-02-23T20:31:33.962Z
2026-02-23 20:31:34 +00:00: [Opportunity] VIX: 21.34 (elevated) | SPY: 681.81 (neutral)
2026-02-23 20:31:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:7, losers:7, nasdaq:3, extremes:4, etf_categories:21]
2026-02-23 20:31:36 +00:00: [Opportunity] Discovery: 50 symbols in 1.7s
2026-02-23 20:31:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:31:36 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:31:37 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:31:39 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:31:39 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
